file	path_id	type	name	bytes
globalgamemanagers.assets.split3	4	Material	UnderCover_ObjectOverlayMaterial	1048576
globalgamemanagers.assets.split3	5	Material	UnderCover_PlayerOverlayMaterial	1048576
globalgamemanagers.assets.split3	6	Material	UnderCover_UnitOverlayMaterial	1048576
globalgamemanagers.assets.split3	7	Texture2D	LDR_LLL1_9	1048576
globalgamemanagers.assets.split3	8	Texture2D	Medium01	1048576
globalgamemanagers.assets.split3	9	Texture2D	LDR_LLL1_23	1048576
globalgamemanagers.assets.split3	10	Texture2D	LDR_LLL1_2	1048576
globalgamemanagers.assets.split3	11	Texture2D	LDR_LLL1_17	1048576
globalgamemanagers.assets.split3	12	Texture2D	LDR_LLL1_31	1048576
globalgamemanagers.assets.split3	13	Texture2D	LDR_LLL1_25	1048576
globalgamemanagers.assets.split3	14	Texture2D	LDR_LLL1_4	1048576
globalgamemanagers.assets.split3	15	Texture2D	LDR_LLL1_6	1048576
globalgamemanagers.assets.split3	16	Texture2D	LDR_LLL1_14	1048576
globalgamemanagers.assets.split3	17	Texture2D	LDR_LLL1_15	1048576
globalgamemanagers.assets.split3	18	Texture2D	Medium05	1048576
globalgamemanagers.assets.split3	19	Texture2D	SearchTex	1048576
globalgamemanagers.assets.split3	20	Texture2D	Large02	1048576
globalgamemanagers.assets.split3	21	Texture2D	Thin01	1048576
globalgamemanagers.assets.split3	22	Texture2D	LDR_LLL1_3	1048576
globalgamemanagers.assets.split3	23	Texture2D	LDR_LLL1_0	1048576
globalgamemanagers.assets.split3	24	Texture2D	LDR_LLL1_30	1048576
globalgamemanagers.assets.split3	25	Texture2D	LDR_LLL1_10	1048576
globalgamemanagers.assets.split3	26	Texture2D	Medium03	1048576
globalgamemanagers.assets.split3	27	Texture2D	LDR_LLL1_16	1048576
globalgamemanagers.assets.split3	28	Texture2D	LDR_LLL1_24	1048576
globalgamemanagers.assets.split3	29	Texture2D	Medium06	1048576
